"word","is_pun","pun_type","sentence"
"canary","true","homographic","Rising insurance costs were seen as the canary in the coal mine for the whole industry."
"cardinal","false","","A bright red cardinal perched on the snow-covered branch outside the window."
"cardinal","true","homographic","Honesty was considered a cardinal rule in their small family business."
"jay","false","","A blue jay screeched loudly from the top of the fence."
"jay","true","homographic","He got a ticket for jaywalking right in front of a police officer."
"magpie","false","","A magpie snatched a shiny coin left on the picnic table."
"magpie","true","homographic","She was a total magpie about vintage jewelry, collecting anything that sparkled."
"raven","false","","A raven perched silently on the old stone wall at dusk."
"raven","true","homographic","The actress was famous for her long, raven-black hair."
"lark","false","","A lark sang high above the meadow at first light."
"lark","true","homographic","They only agreed to the road trip for a lark, with no real plan at all."
"thrush","false","","A thrush hopped along the garden path, searching for worms."
"thrush","true","homographic","The doctor diagnosed the baby with a mild case of oral thrush."
"buzzard","false","","A buzzard circled slowly over the dry, open prairie."
"buzzard","true","homographic","Her uncle was a grumpy old buzzard who complained about everything at dinner."
"chameleon","false","","A chameleon slowly shifted color to blend into the leafy branch."
"chameleon","true","homographic","He was a social chameleon, adapting his personality to fit whatever room he walked into."
"tortoise","false","","A tortoise moved slowly across the sandy path toward the shade."
"tortoise","true","homographic","Like the tortoise in the old fable, she won by simply refusing to give up."
"monitor","false","","A monitor lizard basked motionless on the warm riverbank."
"monitor","true","homographic","She adjusted the brightness on her computer monitor before the long shift began."
"grasshopper","false","","A grasshopper leapt across the tall grass with every step through the field."
"grasshopper","true","homographic","Patience, grasshopper, the old master said, echoing the classic television line."
"locust","false","","A swarm of locusts descended on the field, stripping it bare within hours."
"locust","true","homographic","Looking back, he called those wasted months the locust years of his career."
"cockroach","false","","A cockroach scurried under the fridge the moment the kitchen light came on."
"cockroach","true","homographic","No matter how many times they fired him, he kept coming back like a cockroach."
"earwig","false","","An earwig scuttled out from beneath the damp flowerpot."
"earwig","true","homographic","She caught her neighbor earwigging on the conversation through the thin apartment wall."
"mayfly","false","","A mayfly hovered briefly over the surface of the stream before vanishing."
"mayfly","true","homographic","The startup's success was as brief as a mayfly, gone within a single season."
"gnat","false","","A gnat buzzed persistently around their heads during the evening hike."
"gnat","true","homographic","He was straining at a gnat while completely ignoring the much bigger problem."
"walrus","false","","A walrus hauled itself onto the ice floe to rest in the sun."
"walrus","true","homographic","Her grandfather sported an impressive walrus mustache for most of his life."
"octopus","false","","An octopus squeezed effortlessly through a gap barely wider than its beak."
"octopus","true","homographic","The sprawling agency operated like an octopus, with departments reaching into everything."
"urchin","false","","A sea urchin clung to the rocks just below the tide line."
"urchin","true","homographic","The street urchin in the old novel survived by his wits alone."
"coral","false","","The reef's coral glowed faintly under the diver's flashlight."
"coral","true","homographic","She repainted the nursery a soft shade of coral before the baby arrived."
"eel","false","","An eel slipped silently between the rocks at the bottom of the river."
"eel","true","homographic","The suspect was as slippery as an eel, wriggling out of every question."
"catfish","false","","A catfish lurked near the muddy bottom of the slow-moving river."
"catfish","true","homographic","She realized too late that the online profile had catfished her completely."
"minnow","false","","A school of minnows darted away the moment a shadow passed overhead."
"minnow","true","homographic","The small startup was just a minnow compared to the industry's biggest players."
"piranha","false","","A school of piranha stripped the carcass clean within minutes."
"piranha","true","homographic","The tabloid reporters descended on the scandal like a school of piranha."
"mackerel","false","","The fishermen hauled in a heavy net full of mackerel at dawn."
"mackerel","true","homographic","Holy mackerel, he shouted, staring at the size of the winning check."
"snapper","false","","A red snapper darted beneath the pier, chasing smaller fish."
"snapper","true","homographic","The tabloid's chief snapper waited outside the courthouse for hours to get the photo."
"chick","false","","A fluffy yellow chick pecked at the feed scattered across the coop floor."
"chick","true","homographic","He proudly showed everyone a photo of his new chick from the dating app."
"rooster","false","","The rooster crowed loudly just as the sun crested the hill."
"rooster","true","homographic","As the office's self-appointed rooster, he insisted on running every single meeting."
"nanny","false","","The nanny goat nudged her kid gently toward the shade of the barn."
"nanny","true","homographic","They hired a nanny to help watch the twins during the busy summer months."
"stallion","false","","The stallion reared up before galloping across the open field."
"stallion","true","homographic","He strutted into the reunion, still convinced he was quite the stallion."
"steer","false","","The steer grazed calmly alongside the rest of the herd."
"steer","true","homographic","She tried to steer the conversation away from the awkward subject entirely."
"sponge","false","","A sea sponge clung motionless to the coral just below the surface."
"sponge","true","homographic","Ever since the layoff, he had been sponging off his brother's couch and pantry."
"barnacle","false","","Barnacles had crusted thickly along the bottom of the old ship's hull."
"barnacle","true","homographic","Her clingy roommate had become a real barnacle, impossible to shake off."
"leech","false","","A leech attached itself to his ankle during the swim across the pond."
"leech","true","homographic","His deadbeat cousin had been leeching off the family's generosity for years."
